plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
AB822WS,Renault,Mégane,2023-11-08,2025-09-28,False,BRGVGN97R19E897G
EW971IG,BMW,Serie 5,2023-02-14,2025-11-28,False,CTNLLL84H08I726P
VL330NJ,Renault,Clio,2023-05-24,2025-08-25,False,CTNNLN85H04I726K
PF854AC,Mazda,Mazda6,2024-09-07,2022-04-25,False,CTNDTT84D03I726D
HH481QK,Mercedes-Benz,Classe A,2024-04-11,2025-01-29,False,CTNLNE88S12I726K
BT859DJ,Volvo,V90,2024-10-12,2025-01-20,False,CTNCLI87R04I726N
MU018DC,Mercedes-Benz,Classe E,2024-05-15,2025-12-28,False,CTNLNI84E25I726Q
ZB449UB,Ford,Focus,2021-04-29,2025-01-25,False,CTNNNI87T15I726Z
KJ678DR,Peugeot,208,2024-12-15,2025-04-03,False,BRGCST87C18L682Z
JI180IB,Fiat,Panda,2024-11-25,2024-03-08,False,BRGCLL85S21L682W
SH716JP,Honda,CR-V,2024-02-22,2023-12-18,False,PRSLDI93E21C573S
CO598UO,Jeep,Compass,2023-12-31,2022-08-02,False,PRSFPP91D09C573E
KF296UP,Honda,Accord,2023-04-30,2025-01-02,False,PRSNRN89T28C573C
VH948LE,Toyota,Land Cruiser,2024-11-30,2025-02-11,False,PRSTTV89A09C573J
NF733NT,Volvo,S60,2023-04-11,2025-04-16,False,PRSNNE89M20C573R
GN454YO,Nissan,Micra,2022-02-10,2025-07-03,False,VSNLCN90S18A509I
KJ062TT,Volvo,V90,2021-09-21,2025-06-13,False,VSNFRC90P18A509L
ZJ359DR,Kia,Sorento,2023-12-28,2025-12-24,False,VSNDNA89M28A509Q
GN617JM,Fiat,Punto,2023-11-23,2025-11-24,False,MSTRRT04E03H223G
RF311GL,Nissan,Qashqai,2023-12-18,2025-02-17,False,MSTLDL04S22H223U
SH707LC,Kia,Rio,2023-11-14,2024-12-18,False,MSTBGD02T06H223S
IL750IR,Volkswagen,Golf,2023-08-31,2025-08-08,False,MSTCMN03S28F704V
KZ349DW,Volkswagen,Passat,2024-12-09,2025-05-08,False,MSTFMN05S02F704K
AL498MQ,Volkswagen,Passat,2024-05-27,2025-10-17,True,MSTFPP03A31F704I
BG192WC,Alfa Romeo,Giulia,2023-04-17,2025-01-22,False,MSTSLV03T08F704F
US079BB,Subaru,Forester,2024-12-19,2025-12-19,False,CNNLRZ06R01D548G
GM808PN,Subaru,Forester,2023-08-02,2025-06-12,False,CNNSVN06H05D548Z
LE072VC,Peugeot,3008,2023-08-22,2025-03-02,False,CNNBNR05R14D548J
QN254ZM,Toyota,Corolla,2024-11-09,2025-03-29,False,CNNVGL03C13D548L
RU725DJ,Toyota,Land Cruiser,2023-07-23,2025-02-04,False,CNNSNT05A22D548S
JF523JE,Ford,Mustang,2024-05-25,2025-07-12,False,RCIPTR06B19G113O
AL618NI,Honda,Civic,2024-03-21,2025-09-17,False,BLCWNN06R22G337W
OK463DJ,Mercedes-Benz,Classe A,2023-09-30,2025-09-15,False,BLCDMA03L14G337K
JV169PG,Kia,Sportage,2023-04-15,2025-12-15,False,BLCCRN03L21G999C
AD468AF,Mazda,Mazda6,2024-02-04,2025-03-03,False,BLCGNT05S16G999W
AV084GZ,Volvo,XC90,2023-02-21,2024-07-01,False,BLCPMP06M22G999X
TK102VH,Audi,A4,2024-06-24,2022-01-02,False,CNNRNI04B19L424L
CM682DT,Kia,Sportage,2021-11-11,2024-01-03,False,CNNRCC03S26L424W
HL689UN,Nissan,Qashqai,2024-03-07,2025-08-26,False,CNNWND05L27L424N
FR446IW,Chevrolet,Camaro,2024-01-27,2024-10-02,False,PRSMRG03A28D205B
DB614JU,BMW,X5,2024-05-10,2025-03-26,False,PRSPPN05H25D205S
IG057BZ,Toyota,Land Cruiser,2023-03-08,2025-03-05,False,PRSSVG06L21D205W
PE164TU,Honda,Civic,2023-10-11,2025-08-08,True,SPGPSQ05C17C573N
MK661GJ,Chevrolet,Camaro,2024-09-21,2025-01-30,False,SPGSLM04B06I829Q
CW375RY,Ford,Mustang,2022-07-14,2025-06-10,False,SPGSFN04R15I829H
QF299CS,Kia,Ceed,2024-05-24,2025-10-25,False,PRSNNZ06M26I726S
BX510GB,Subaru,Forester,2022-06-20,2025-02-07,False,PRSMIA04T01I726U
ZE192AD,Toyota,Land Cruiser,2023-07-19,2025-05-30,False,PRSLNI04E28I726S
HG864XJ,Chevrolet,Camaro,2024-01-05,2025-11-16,False,PRSLVO04L24I726Z
XZ256DE,Alfa Romeo,Giulietta,2024-07-01,2025-03-27,False,GLZGTR05H26H199H
KU196JR,Kia,Ceed,2023-03-01,2025-02-25,False,GLZMLD06C24H199Y
MK903JB,Renault,Twingo,2022-11-15,2025-11-29,False,BNCPRD04R02G388Y
SC749QQ,Honda,Accord,2023-09-06,2025-04-20,False,GLZLCD06C16G888S
JT902EV,BMW,Serie 5,2024-10-29,2025-07-30,False,GLZDBR04L13G888I
BX063BJ,Nissan,Micra,2022-03-03,2025-10-14,False,GLZPTR03M23G888W
HE701GL,Chevrolet,Malibu,2024-07-18,2025-11-20,False,BRGPMP03C17F205A
AG815DH,Volvo,V90,2023-05-24,2023-05-20,False,BRGGTN04A23F205Z
FC195YB,Volvo,V90,2023-01-29,2025-06-16,False,CPRVNT45H18L049U
EV176PD,Renault,Mégane,2023-03-27,2024-12-12,False,RBNRMN48S09H294B
NE224CP,Chevrolet,Malibu,2021-08-19,2025-11-12,False,CDURND51E13L483A
WV484RA,Mercedes-Benz,Classe C,2024-06-16,2025-11-19,False,PTRVLR50T19G388F
KH298GZ,Renault,Clio,2024-08-28,2025-11-27,False,MNCFRC51P10H620R
HF529VO,Toyota,Land Cruiser,2023-06-30,2025-06-06,False,GLZBNC59D19B354P
YU585NM,Ford,Mustang,2023-04-24,2025-09-16,False,DLPVTR66S15B745Z
JG874ZK,Kia,Ceed,2024-05-26,2025-10-12,False,DLPMNZ66T15B745G
QH543QU,Ford,Mustang,2024-11-29,2025-12-18,False,DLPCLL66A24B745C
WP338MR,Honda,Accord,2023-08-15,2025-10-08,False,DLPRCC66R03B745M
FF345ZY,Kia,Rio,2024-12-11,2025-01-30,False,DLPCAI66E01B745T
JN590OR,BMW,Serie 3,2024-09-26,2024-09-07,False,DLPVGL66D28B745W
UD204YW,Toyota,Land Cruiser,2024-07-11,2025-01-10,False,BLRRGN62D06L840I
PQ882SO,Jeep,Compass,2024-06-14,2025-01-16,False,BLRVGN59L22L840G
SW424PN,Jeep,Compass,2024-09-17,2025-07-07,False,BLRTLL62P15L840S
YU837YG,Volkswagen,Golf,2023-11-05,2025-03-21,False,RBNMNC67P24H294Z
NI605FL,Mazda,Mazda3,2024-09-20,2024-07-02,False,RBNLCU66S25H294N
HS760QA,Chevrolet,Malibu,2024-03-01,2025-05-30,False,RBNMMI68S11H294D
TU670EU,Subaru,Outback,2023-05-07,2025-05-14,False,RBNFNZ65D08H294Z
JP726OK,Nissan,X-Trail,2023-10-24,2025-11-02,False,RBNCRN68R02H294O
KV116XB,Volvo,V90,2023-06-04,2025-01-04,False,CSTFLV61C19C632F
ON047QK,Honda,Accord,2023-04-05,2025-10-22,False,CSTMRN62R04C632Z
DA799NK,Fiat,Punto,2024-12-21,2025-06-25,False,CDUGBB70C25L483Z
CT817RW,Mazda,CX-5,2023-05-20,2025-06-22,False,CDUSDR69B05L483I
ME700MZ,Volvo,S60,2021-08-14,2025-06-03,False,CDULGO72B27L483H
DA474VY,Kia,Rio,2023-11-13,2025-04-25,False,CDUGTT72P16L483G
KB574MF,Chevrolet,Camaro,2023-06-03,2023-03-02,False,CDUMMI70A23L483U
GZ211JN,Jeep,Wrangler,2023-05-29,2023-02-27,False,BVOGLL61M13D969Q
QW797CQ,Renault,Mégane,2021-01-16,2025-12-27,False,BVOLEO59D24D969B
OX149VL,Honda,Accord,2023-11-08,2025-09-15,False,BVORLA61H26D969Y
RQ769QA,Volvo,V90,2023-01-15,2025-07-28,False,BVOZRA59M02D969F
LC746SC,Jeep,Renegade,2024-11-14,2025-07-09,False,BVOCLD61B28D969Z
DE300UU,Subaru,Forester,2023-11-23,2024-03-08,False,CRMLRG62H25F839G
UK764HP,Mercedes-Benz,Classe C,2024-08-31,2025-08-22,False,CRMGIA58S26F839H
RX843NI,Volvo,XC90,2022-01-09,2025-10-31,False,CRMDRN60P28F839V
QC479RY,Alfa Romeo,Giulia,2021-11-26,2025-06-16,False,CRMRCC60A05F839L
ZO855FH,Kia,Sportage,2024-11-27,2025-12-17,False,CRMDRD63L07F839L
BR715TJ,Kia,Sportage,2023-02-15,2025-03-19,False,CRMVCN60C05F839E
VS339AR,Volvo,XC90,2024-01-17,2025-07-20,False,CRMLLL63P02F839K
MZ182JG,Volkswagen,Golf,2023-01-20,2025-11-24,False,CRMRNL60P01F839Y
QV287JQ,Renault,Twingo,2024-01-23,2025-07-08,False,CRMMSM62L24F839A
QU579LZ,Renault,Mégane,2024-07-01,2025-07-19,False,SCRLTR59B06H282W
DY215EH,Alfa Romeo,Giulietta,2023-11-15,2025-06-10,False,SCRSDR59T29H282S
DZ010SK,Kia,Sportage,2023-05-06,2025-11-08,False,SCRDRD63P28H282Z
JB078AZ,Audi,A3,2024-10-17,2025-08-20,False,SLVCLD60R19B963S
EV804ZJ,Honda,Civic,2022-01-04,2025-04-08,False,SLVGMN59E28B963B
IG625OS,Audi,Q5,2024-07-02,2023-03-04,False,SLVJSC60A18B963X
DO849HB,Peugeot,308,2024-02-02,2025-05-05,False,SLVSNT63E22B963D
VP453BH,Nissan,X-Trail,2024-03-27,2025-08-25,False,SLVGTA62P22B963L
TC585IB,Subaru,Forester,2024-08-14,2025-06-16,False,SLVFMN63A15B963H
FD971MA,Alfa Romeo,Giulia,2024-09-15,2025-10-29,False,SLVCCL62P24B963N
BR833QE,Hyundai,Elantra,2022-09-14,2025-12-09,False,SLVNNI60D02B963G
NP720QS,Chevrolet,Silverado,2022-08-02,2025-07-01,False,BRTBNR59E25B354H
NT611YV,Audi,Q5,2024-10-11,2025-12-30,False,BRTFDL61P25B354G
UT698EO,Chevrolet,Malibu,2022-05-25,2025-08-01,False,BRTNRN60P22B354I
XK716SG,Mazda,CX-5,2023-11-11,2025-09-09,False,BRTFLV62P08B354S
JL687ST,Kia,Rio,2022-02-19,2024-11-21,False,BRTGSI60P14B354D
YE745JT,Mazda,Mazda6,2024-05-14,2025-07-11,False,BRTRND60C03B354Q
CN240IN,Mercedes-Benz,Classe A,2024-11-29,2025-09-07,False,BLZGZN72L16D150U
OA989WG,BMW,Serie 5,2024-06-28,2025-10-29,False,BLZCDD69R12D150P
AZ451WF,Jeep,Compass,2024-12-21,2025-08-16,False,PRZFNZ61T19H703U
IO759KS,BMW,Serie 5,2024-05-03,2025-10-13,False,DMCLNU62H05E202G
YX010KQ,Volvo,V90,2024-08-15,2024-04-25,False,DMCVNC59M19E202N
AG317WA,Mazda,Mazda6,2022-12-23,2023-05-17,False,DMCGTN62H13E202J
QH729OE,Mazda,Mazda3,2024-09-25,2025-07-31,False,DMCPRZ59S20E202T
QK365TN,Volvo,V90,2022-07-12,2025-09-21,False,SGRRMN67A21L117Y
RL329ON,Honda,CR-V,2024-04-21,2023-06-11,False,LBRRBN62P07G224Y
TD463FB,BMW,X5,2024-12-20,2025-11-05,False,LBRBRT61S25G224C
DS840AT,Toyota,Land Cruiser,2024-11-11,2025-10-29,False,LBRLRN63B17G224Z
DK713EE,Peugeot,308,2024-04-21,2025-08-20,False,LBRMLT58S28G224U
GF060VB,Toyota,Land Cruiser,2022-03-10,2025-02-27,False,LBRGAI61A30G224T
YQ759SN,Mazda,Mazda6,2023-05-19,2025-04-22,False,CRRFLC62C10L219Z
OL383XX,Mazda,CX-5,2024-09-29,2025-01-17,False,CRRRTI62S07L219X
LF151ED,Fiat,Punto,2023-08-04,2025-03-09,False,CRRPMP59S17L219M
RL014DF,Mercedes-Benz,Classe C,2023-09-20,2022-03-25,False,CRRPML63R01L219I
IP154LY,Chevrolet,Camaro,2023-08-09,2025-10-05,False,CRRLMP62P27L219V
NF556LW,Audi,Q5,2024-02-15,2025-07-17,False,CRRCNN59H10L219O
KT765RI,Alfa Romeo,Giulia,2023-11-27,2025-09-14,False,VRTDMA60E18G273B
ZJ281XR,Ford,Fiesta,2023-05-01,2022-12-05,False,VRTSST62P05G273S
ZT753VX,Subaru,Forester,2023-02-07,2025-03-15,False,VRTVTR58S16G273L
MX911NZ,BMW,Serie 3,2024-02-28,2024-01-03,True,VRTLRC62P22G273K
RJ551ZI,Ford,Focus,2024-06-14,2025-06-01,False,VRTDRO63M12G273D
PK888DS,Chevrolet,Silverado,2024-09-20,2025-01-04,False,VRTCDD61P19G273P
UF864TE,Peugeot,3008,2023-01-07,2025-10-25,False,PPIMCL60S08H282G
DN898QG,Ford,Focus,2023-02-06,2025-11-03,False,PPIGAI60T20H282F
JE041YD,Volkswagen,Polo,2024-05-21,2025-06-07,False,PPILBN63R20H282L
TG137YX,Chevrolet,Malibu,2022-11-27,2024-12-07,False,PPIGLE63S06H282R
QY524WW,Nissan,Micra,2023-04-13,2024-02-05,False,PPIMMM60E14H282I
NV960QS,Renault,Clio,2023-03-18,2025-12-05,False,PPIZRA61M27H282S
DI527KV,Toyota,Yaris,2024-06-06,2024-09-12,False,PPIDBR60S09H282A
AW371QX,Honda,CR-V,2024-09-14,2025-08-14,False,PPIDGS60M01H282B
JZ039SJ,Hyundai,Sonata,2023-10-20,2025-09-16,False,MNCRKE72T11A783V
IL943NL,Peugeot,308,2024-06-17,2025-04-21,False,MNCCRI72H15A783G
CO645TP,Volkswagen,Golf,2023-08-21,2024-02-20,False,SCLRST63L17H501W
QQ902FR,Subaru,Outback,2023-07-31,2025-01-19,False,SCLMRO61B15H501Y
LF467UK,Fiat,Punto,2024-10-05,2025-05-08,False,SCLMHL60D26H501N
CF847ER,Alfa Romeo,Giulietta,2023-06-06,2025-05-17,False,DLPYLO88B07G273C
FR264BW,Chevrolet,Malibu,2023-06-11,2025-06-02,False,DLPGRZ90L23L407B
JY754XP,Toyota,Yaris,2024-06-24,2024-03-07,False,DLPNZE89M12L407U
HZ416DH,Honda,Civic,2023-11-14,2022-09-23,False,BLRVLM86P02H294P
IL328MX,Fiat,Punto,2024-03-10,2025-02-02,False,BLRLEO84M24H294F
EZ811CV,Renault,Clio,2024-08-10,2025-02-26,False,BLRSLL86C31H294L
BN217QZ,Chevrolet,Camaro,2023-04-23,2025-06-28,False,BLRDLR80M12D643L
FX810OU,Renault,Twingo,2024-11-07,2025-12-25,False,BLRCRL81E25D643J
YE828YR,Honda,Accord,2024-08-09,2025-08-14,False,BLRDNL80D06D643T
XX122XI,Peugeot,3008,2024-03-23,2025-02-28,False,BLRGNE80S02D643K
EI213RN,Subaru,Forester,2024-04-17,2025-09-20,False,BLRRNN82R09D643S
KK212BB,Kia,Ceed,2021-08-03,2025-03-08,False,BLRVCN83D12D643S
GU323JR,Mercedes-Benz,Classe C,2024-09-06,2025-06-06,False,BLRSNT81L17H501I
CX799JW,Jeep,Wrangler,2022-02-12,2025-05-20,False,BLRSDR79C07H501Z
FJ881YX,Toyota,Corolla,2023-09-10,2025-02-22,False,BLRNNI79B15H501Q
GR952KP,Mercedes-Benz,Classe E,2023-04-09,2022-05-05,False,BLRSRA83P20H501P
UV664JC,Audi,Q5,2021-10-20,2024-11-25,False,BLRFNC79T05H501P
RC261MF,BMW,Serie 5,2023-02-13,2025-12-07,False,BLRRMO79B08H501D
FM400RZ,Fiat,Panda,2023-12-27,2024-05-01,False,BLRGDN83D26H501H
YI570YR,Nissan,X-Trail,2023-11-29,2023-09-26,True,GSTYND82L14F839V
JT987IF,Mazda,Mazda3,2024-11-06,2025-03-15,False,GSTZRA81R05F839N
WH944YX,Alfa Romeo,Giulietta,2024-12-14,2025-01-29,False,GSTRZO81L06A509S
JZ860AQ,Alfa Romeo,Giulia,2024-07-15,2023-09-12,False,CSTMRN87M22H294V
QF967WV,Ford,Focus,2024-10-03,2022-11-23,False,CSTDVD85C17H294A
IW139TC,Volvo,V90,2024-06-25,2025-01-09,False,RBNLDN87C11E715X
TT062MS,Mazda,CX-5,2024-09-27,2025-03-30,False,RBNMDA85P02E715L
OI839VO,Audi,A4,2024-09-01,2024-09-13,False,RBNGST87B05E715K
OX154UL,Alfa Romeo,Giulia,2024-11-15,2024-04-29,False,RBNPRM86M24E715X
VY671JL,Fiat,Panda,2024-11-01,2025-03-18,False,RBNBND87T10E715A
XL970KU,Honda,CR-V,2024-12-30,2025-06-23,False,RBNYLN88P10E715H
QC614YF,Jeep,Wrangler,2024-03-23,2025-07-16,False,RBNDVG83T22G224J
YB625IV,Renault,Mégane,2024-10-13,2025-06-08,False,RBNMNI86M16H282X
QY761MV,Kia,Sportage,2024-05-01,2025-01-13,False,RBNRHL85E30H282G
KR371MA,Kia,Ceed,2024-08-22,2025-01-21,False,RBNFPP85L15H282P
NR872FF,Jeep,Renegade,2023-10-08,2025-01-03,False,RBNPMP84L07H282Q
GS864YN,Nissan,Micra,2023-02-26,2025-02-21,False,RBNSNT86D09L840S
AO650BV,Chevrolet,Camaro,2023-01-14,2025-12-19,False,RBNRSL87M07L840J
XM025ZA,Kia,Sorento,2021-04-14,2024-10-24,False,RBNCTN86C05L840G
RK710OC,Volkswagen,Passat,2023-08-30,2025-11-14,False,RBNLRI86A09L840I
LJ882EL,Kia,Ceed,2023-04-30,2025-06-14,False,CSTPPN90B26B963L
SW124OK,Volvo,XC90,2024-01-30,2025-08-29,False,CDUGPP93S10D223Z
TG709DY,Honda,Accord,2024-12-10,2025-10-08,True,CDURND93D19D223E
WI338PC,BMW,Serie 3,2024-12-28,2024-07-01,False,CDUCRI92R15D223A
VE822UT,Chevrolet,Malibu,2023-01-23,2025-08-16,False,CDUFST93C01L219X
UB533CZ,Volvo,XC90,2023-05-25,2025-07-14,False,CDULDN91B11L219M
AV503HX,Alfa Romeo,Giulia,2022-04-21,2025-03-06,False,BVOTCR82E17B354N
IZ352JT,Toyota,Corolla,2024-02-25,2025-06-12,False,BVODMN82P30B354M
XE406UO,Kia,Ceed,2023-03-20,2025-07-25,False,BVOMCL80D17B354W
ZK458NC,Kia,Sorento,2024-12-18,2025-07-29,False,BVOCGR80P11B354H
AL146IY,Hyundai,Tucson,2023-10-20,2025-07-04,False,BVORFL80S06B354L
CE333JU,BMW,Serie 3,2021-03-19,2025-09-26,False,BVOGGR82L13B354V
NT378LH,Nissan,X-Trail,2024-03-22,2025-01-08,False,BVOLTR81R23B745Q
QW989IO,Jeep,Compass,2024-06-25,2025-04-15,False,BVOMRN83P29B745S
XG279WC,Subaru,Impreza,2023-09-11,2025-02-09,False,BVOLRD81B18B745Z
OK745RM,Mercedes-Benz,Classe E,2024-10-09,2025-08-12,False,BVOLLN80L10B745Q
HT894OM,Fiat,Panda,2023-09-20,2025-07-08,False,BVODBR83B12B745L
IE978VJ,Alfa Romeo,Giulietta,2024-03-22,2025-10-21,False,BVOSDR82S17L331Q
ZX156UG,Volkswagen,Passat,2023-12-21,2025-01-01,False,BVOVGL81H26H282C
LN914DN,Toyota,Yaris,2024-06-09,2024-06-21,False,BVOTDD78T23H282E
UN017AP,Chevrolet,Silverado,2023-01-16,2025-07-28,False,BVOPLT79D06H282N
GA256ES,Nissan,X-Trail,2023-04-26,2025-09-24,False,BVOVVN80L16H282K
GZ465CN,Hyundai,Sonata,2023-09-22,2025-03-03,False,CRMLHN79B16D969S
WH009OP,Volvo,S60,2024-09-03,2025-05-14,False,CRMMLD80M25D969G
SM946CV,Ford,Mustang,2024-05-11,2025-08-25,False,CRMDLM83D16D969Z
UY585ID,BMW,X5,2024-08-12,2022-08-10,False,CRMLFA82B17D969Y
HP222PC,Chevrolet,Camaro,2024-02-13,2025-02-26,False,CRMBRC80T24D969Q
PK399UY,Renault,Clio,2024-03-04,2025-05-15,False,CRMVTR80P14D969T
QY090EV,Nissan,Micra,2024-01-22,2025-08-18,False,CRMSMN86T12L117H
CR147LV,Volkswagen,Polo,2023-01-22,2025-10-27,False,CRMZTI88P06L117F
SJ439GV,Volkswagen,Golf,2023-08-14,2025-11-15,False,CRMGTV85H10L117X
RW542FT,Volvo,S60,2023-02-05,2025-04-11,False,CRMGLL81P20F537V
QJ090QN,Audi,Q5,2024-11-02,2022-02-27,False,CRMLBN83P26F537O
ZX365AX,BMW,Serie 5,2024-02-20,2023-05-15,False,CRMSRG80H21F537S
WG350PS,BMW,Serie 5,2023-10-24,2022-04-27,False,CRMMLE82H05F537T
HI383LV,Volvo,V90,2023-08-27,2025-07-26,False,CRMCCT83H27F537G
ER679GV,Mercedes-Benz,Classe C,2024-04-08,2025-05-17,False,SCRSLD82M07G224V
ME829HA,Toyota,Yaris,2021-12-01,2025-09-29,False,SCRLGO81A29G224Y
CJ416BP,Honda,CR-V,2024-06-13,2023-08-22,False,SCRLSN82S05G224W
TW641TU,Kia,Sorento,2023-11-05,2025-05-16,False,SCRPPN87M14M082D
ZY362DI,Fiat,Panda,2023-04-30,2022-09-23,False,SCRSNN82E31F839Y
CW192QF,Mercedes-Benz,Classe C,2023-04-27,2024-04-05,False,SCRBRN82R10F839T
BZ226NW,Subaru,Impreza,2024-12-21,2025-01-08,False,SCRRNO79E17F839S
JH488AL,Kia,Sorento,2022-09-19,2025-07-21,False,SCRDIA82T11F839Y
FN947SS,Hyundai,Sonata,2024-06-23,2023-03-24,False,SCRLSN81M28F839J
SV831PX,Ford,Focus,2023-04-03,2025-05-14,False,SCRLDN79C08G273Y
PO266XG,Hyundai,Tucson,2024-01-19,2025-02-19,False,SCRLRC81R19G273O
PV244DU,Jeep,Compass,2023-12-07,2025-12-08,False,SCRCLL80T03G273A
AF134GM,Mercedes-Benz,Classe A,2024-09-21,2025-08-30,False,SCRLCA91B27L483K
UU378VI,Nissan,Qashqai,2023-08-28,2025-04-03,False,SCRDMN92B18L483E
MR067TC,Ford,Focus,2024-03-30,2025-02-21,False,SCRNNI89H04L483W
FP395FQ,Kia,Ceed,2024-04-17,2025-12-12,False,SCRCLD92S14L483H
RG985ZL,Jeep,Renegade,2024-09-05,2025-06-09,False,SCRDVG90T02L483M
GI017JS,Toyota,Corolla,2024-04-30,2024-06-03,False,SCRRMR92E05L483Y
JQ437SY,Fiat,Punto,2023-07-26,2025-06-02,False,SCRNBR92A25L483W
ZQ636FT,Subaru,Outback,2022-10-01,2025-02-15,False,SLVSLV80H29A182S
NJ791FV,Renault,Clio,2024-07-07,2025-10-08,False,SLVRNI82A04A182S
SK356CB,Ford,Fiesta,2023-10-26,2025-01-31,False,SLVRCC80B12A182R
ET336YQ,Mazda,CX-5,2022-06-04,2023-06-08,True,SLVLSN81A24A182K
AL368ZP,Subaru,Outback,2024-12-16,2025-04-15,False,SLVFRS81E27A182V
JW576NU,Kia,Ceed,2024-05-26,2025-02-06,False,BRTTZN83P17B963I
SC762FU,Audi,Q5,2024-01-07,2024-11-07,False,BRTRNI79M23B963I
SV399FP,Volvo,S60,2022-06-30,2024-10-02,True,BRTTZN79S02B963I
WZ248KY,Fiat,Punto,2024-10-10,2025-04-29,False,BRTFNC79S29B963Y
JR591BF,Honda,Civic,2024-01-03,2025-09-24,False,BRTRNT80B05B963Y
SX753HP,Alfa Romeo,Giulietta,2024-12-22,2025-09-18,False,SLVCPI80P14L219M
DG652TH,Mazda,Mazda3,2024-04-30,2025-08-05,False,SLVGRG79M03L219M
FF007BF,Mazda,CX-5,2023-01-17,2025-05-19,False,SLVSVS82A24L219U
JB507TJ,Kia,Ceed,2023-01-13,2025-09-29,False,SLVGTT80R22L219O
MP682WN,Peugeot,308,2023-12-01,2025-10-26,False,SLVTLI79C10L219F
GN280QB,Kia,Rio,2023-07-16,2024-04-24,True,SLVRGR82E10L219W
QO858KH,Chevrolet,Silverado,2023-11-12,2025-11-21,False,BRTRLF81M08L219W
JR491ZV,Peugeot,308,2023-06-10,2025-10-06,False,BRTRMN80H17L219P
QT081CC,Chevrolet,Silverado,2023-05-01,2025-03-27,False,BRTLRT81H08L219H
LQ124EW,Mazda,CX-5,2024-04-23,2025-12-22,False,BRTVRN81P03A509H
BG344BR,Subaru,Forester,2023-08-31,2025-07-28,False,BRTTTV79P16A509I
VU938GX,Volkswagen,Passat,2024-02-28,2025-04-28,False,BRTDNL83B19A509N
PS541VL,BMW,Serie 3,2024-12-17,2025-01-25,False,BRTMRK80M31A509F
BA717OP,Ford,Focus,2024-02-06,2024-08-19,False,BRTPLA79E23I480Q
RJ705BM,Mercedes-Benz,Classe C,2023-05-17,2025-04-17,False,BRTCRI83R26I480S
BV161SL,Hyundai,Elantra,2024-10-11,2025-12-02,False,BRTRMO82D28I480Z
YW937IH,Alfa Romeo,Giulietta,2024-06-01,2025-06-20,False,BLZLRT89B17B354K
HF409KR,Volkswagen,Passat,2023-06-18,2025-12-24,False,BLZGNT93E13B354M
SG387YY,BMW,Serie 3,2024-08-06,2025-03-25,False,BLZGNR92E19B354X
NG199CW,Volvo,V90,2023-11-13,2022-03-17,False,BLZSDR89L12B354G
WQ899HP,Mazda,Mazda3,2022-12-18,2024-10-27,False,BLZSNT92P05B354W
ZU043LR,Hyundai,Elantra,2021-01-23,2025-07-28,False,BLZSLD91H14B354A
VI212CJ,Kia,Sorento,2023-09-29,2025-06-09,False,BRTVTR84C06A390N
NK027UF,Toyota,Land Cruiser,2024-05-11,2025-07-14,False,BLZTVN93S02L736H
BL438ZS,Honda,CR-V,2023-06-17,2025-01-14,False,BLZFMN89B13L736W
JI626WT,Alfa Romeo,Giulia,2024-01-19,2025-09-17,False,PRZTTR88A07G478X
CF197BL,Alfa Romeo,Giulia,2022-03-31,2025-04-15,False,PRZMRA85H16G478F
KM169XR,Honda,CR-V,2023-02-14,2025-06-21,False,PRZLBN87A07G478W
XZ052NK,BMW,Serie 5,2023-06-02,2022-08-22,False,PRZNTS84A08G478Q
SQ442QZ,Fiat,Panda,2024-01-30,2025-07-25,False,PRZGIO87L13G478F
OT426IV,Kia,Sorento,2024-01-01,2025-10-24,False,PRZSMN82S01L219H
NO647AE,Ford,Mustang,2024-12-31,2025-08-11,False,PRZTNZ80D10L219R
NC902XY,Renault,Clio,2023-08-04,2025-04-11,False,PRZMGN82H27L219W
PU220TG,Renault,Clio,2022-11-11,2025-05-09,False,PRZMRO80C13L219R
XB106GR,Audi,A4,2024-08-17,2025-06-05,False,PRZCMB82D21L219C
JX591MH,Mercedes-Benz,Classe E,2024-07-15,2024-08-09,False,PRZFBN80L17L219K
RT894JX,Kia,Sorento,2024-04-21,2025-08-18,False,PRZLDI84R31B745I
KH564ML,Peugeot,308,2024-11-09,2025-04-29,False,PRZRNI86S02B745J
PH727LS,Nissan,X-Trail,2023-01-06,2024-04-25,False,DMCGNN82B28E472A
PF913IG,Fiat,Panda,2024-06-02,2025-08-13,False,DMCMSM81R16E472Z
XD654EC,Audi,A3,2022-07-19,2025-05-30,False,DMCDNI79B13E472K
BF384DT,Alfa Romeo,Giulietta,2024-06-15,2025-05-10,False,DMCGDN81R27E472S
XC246ZA,Renault,Mégane,2023-11-14,2025-04-07,False,SGRCAI86L23E472W
QD932XC,Honda,Civic,2022-01-26,2025-02-12,False,SGRRNI84S08E472U
JN329UN,Audi,A4,2024-01-13,2025-10-14,False,SGRDRN84S09E472B
DV890TH,Jeep,Compass,2023-09-09,2025-10-08,True,SGRLSN84A08E472A
MU465RC,Volkswagen,Golf,2024-08-10,2025-06-08,False,SGRNNZ88L15E472Y
KY766ZB,Renault,Mégane,2023-05-28,2025-04-01,False,SGRCMN88B06E472W
YZ441JA,Audi,Q5,2021-10-29,2024-10-29,False,SGRMCR84S20H282T
RX556XY,Volkswagen,Passat,2023-10-22,2024-05-23,False,SGRMBR83T21H282O
