cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
SLFRMI24H05E463O,Irma,Solferino,1924-06-05,F,LA SPEZIA,LA SPEZIA,,,CRNGGR25C30E463V
BTCGPP30L15A783B,Giuseppe,Abatecola,1930-07-15,M,BENEVENTO,CASERTA,,,DMNVCN16T29B963A
CHBFBA36R29D205E,Fabio,Chiabra,1936-10-29,M,CUNEO,PRATO,,,DLSLSN22S23G999V
VDPRZR25H07E506T,Riziero,Vodopivec,1925-06-07,M,LECCE,CAMPOBASSO,,,BSLGTR29C14E506Q
RMMCLS21M17E506G,Callisto,Auriemma,1921-08-17,M,LECCE,CREMONA,,,MLBFCT18L12B180I
MNGMRT28S15A509C,Marta,Mango,1928-11-15,F,AVELLINO,AVELLINO,,,MZZLRI31C19A509G
PYRLDE35B01B963A,Elide,Peyrachia,1935-02-01,F,CASERTA,BENEVENTO,,,GVNGLI32T28A509W
PTRLCI40C22B832Z,Licia,Petrazzoli,1940-03-22,F,CARRARA,CARRARA,,,CLMMCR21S28B832F
MRNLNZ35L02A662C,Lorenzo,Maiorano,1935-07-02,M,BARI,CAMPOBASSO,,,PLCLNZ23C19B519Q
CCLLDN61T10H620V,Aldino,Acocella,1961-12-10,M,ROVIGO,VITERBO,PLISMN19L29L407Z,CCLLFA42L14L407T,BFUTSC48P18H501K
CCLSRA61R21H620K,Sara,Acocella,1961-10-21,F,ROVIGO,ROVIGO,PLISMN19L29L407Z,CCLLFA42L14L407T,BFUSVR45R01H501E
CCLFDN61A12H620G,Ferdinanda,Acocella,1961-01-12,F,ROVIGO,ROVIGO,PLISMN19L29L407Z,CCLLFA42L14L407T,TRVGRM57C05H703G
CCLVGL59E21H620M,Virgilio,Acocella,1959-05-21,M,ROVIGO,TRANI,PLISMN19L29L407Z,CCLLFA42L14L407T,TRVLTZ54R27H703K
CCLNDR62B08H620F,Andrea,Acocella,1962-02-08,M,ROVIGO,ASCOLI PICENO,PLISMN19L29L407Z,CCLLFA42L14L407T,RNDTEA51A18A462H
CCLRND59S20H620J,Orlando,Acocella,1959-11-20,M,ROVIGO,FERMO,PLISMN19L29L407Z,CCLLFA42L14L407T,RNDVVN52A02A462J
CCLLNZ60L15H620V,Lorenza,Acocella,1960-07-15,F,ROVIGO,TRENTO,PLISMN19L29L407Z,CCLLFA42L14L407T,SPTPRD54S01G224O
CCLLND61T29H620T,Olindo,Acocella,1961-12-29,M,ROVIGO,LIVORNO,PLISMN19L29L407Z,CCLLFA42L14L407T,RNDRBN50E12A462C
TRVDBR56C29H703J,Debora,Travelli,1956-03-29,F,SALERNO,MANTOVA,SRNSRN25E17H703A,TRVFDR36T25A783O,RNDVNI50H02A462C
TRVLTZ54R27H703K,Letizia,Travelli,1954-10-27,F,SALERNO,TRANI,SRNSRN25E17H703A,TRVFDR36T25A783O,CCLVGL59E21H620M
TRVRNI57D24H703Z,Irene,Travelli,1957-04-24,F,SALERNO,SALERNO,SRNSRN25E17H703A,TRVFDR36T25A783O,
TRVGRM57C05H703G,Geremia,Travelli,1957-03-05,M,SALERNO,ROVIGO,SRNSRN25E17H703A,TRVFDR36T25A783O,CCLFDN61A12H620G
TRVNTL55T16H703C,Natalia,Travelli,1955-12-16,F,SALERNO,SALERNO,SRNSRN25E17H703A,TRVFDR36T25A783O,CLMMRT59P09B832R
TRVGST55B25H703M,Augusta,Travelli,1955-02-25,F,SALERNO,SALERNO,SRNSRN25E17H703A,TRVFDR36T25A783O,
TRVDLR57T27H703T,Addolorata,Travelli,1957-12-27,F,SALERNO,CROTONE,SRNSRN25E17H703A,TRVFDR36T25A783O,BTCPNI53H17B963X
TRBCDD58L02C352O,Candida,Tribuzio,1958-07-02,F,CATANZARO,TRANI,BNCFBL26T06C352P,TRBCLL35D12D086W,VGZGRN46R21G535W
TRBRSO55R05C352C,Rosa,Tribuzio,1955-10-05,F,CATANZARO,CATANZARO,BNCFBL26T06C352P,TRBCLL35D12D086W,
TRBBBR56L07C352E,Barbara,Tribuzio,1956-07-07,F,CATANZARO,CATANZARO,BNCFBL26T06C352P,TRBCLL35D12D086W,
BFUFLV48D17H501J,Fulvia,Bufi,1948-04-17,F,ROMA,ROMA,BFUFDL26P17H501S,SRCDBR16E14H501V,BTCCLD49R17B963I
BFUSVR45R01H501E,Saverio,Bufi,1945-10-01,M,ROMA,ROVIGO,BFUFDL26P17H501S,SRCDBR16E14H501V,CCLSRA61R21H620K
BFURCR48P19H501S,Riccardo,Bufi,1948-09-19,M,ROMA,ASCOLI PICENO,BFUFDL26P17H501S,SRCDBR16E14H501V,RNDDLC52M02A462R
BFUTSC48P18H501K,Tosca,Bufi,1948-09-18,F,ROMA,VITERBO,BFUFDL26P17H501S,SRCDBR16E14H501V,CCLLDN61T10H620V
BFURSL46P30H501Z,Rossella,Bufi,1946-09-30,F,ROMA,ROMA,BFUFDL26P17H501S,SRCDBR16E14H501V,BTCTLI49L07B963Z
DRMVGL47A14H620L,Virgilio,Dormetta,1947-01-14,M,ROVIGO,CAMPOBASSO,PRNCST26M12H620D,DRMGLM18T03H294T,MRNPNG54T13B519P
BRSBSL39M08G888C,Basilio,Bresciani,1939-08-08,M,PORDENONE,PADOVA,BRSGLL16P26G888Y,CCNDZN22T27G888C,SPTNGL56D28G224T
GTNDNL40L14A509P,Danilo,Gaetani,1940-07-14,M,AVELLINO,AVELLINO,DGSLNI19C18A285U,GTNGPP18T31A285Z,BTCCLL49B16B963G
GTNLRT42L05A509Y,Albertino,Gaetani,1942-07-05,M,AVELLINO,CUNEO,DGSLNI19C18A285U,GTNGPP18T31A285Z,VGZPLP46L28G535S
GTNPCC39L22A509H,Pinuccio,Gaetani,1939-07-22,M,AVELLINO,CARRARA,DGSLNI19C18A285U,GTNGPP18T31A285Z,CLMMNZ62D10B832P
GTNFRC39R27A509Q,Federico,Gaetani,1939-10-27,M,AVELLINO,L'AQUILA,DGSLNI19C18A285U,GTNGPP18T31A285Z,MRNMDA55T31B519P
GTNCRL40S21A509C,Carola,Gaetani,1940-11-21,F,AVELLINO,AVELLINO,DGSLNI19C18A285U,GTNGPP18T31A285Z,
GTNMRA39E18A509X,Maria,Gaetani,1939-05-18,F,AVELLINO,ORISTANO,DGSLNI19C18A285U,GTNGPP18T31A285Z,RNDLVC50S13A462A
GCCPNI49B24B429X,Pina,Guicciardini,1949-02-24,F,CALTANISSETTA,CALTANISSETTA,PMPMCL15S09H163A,GCCGNI31T22H163B,
GCCLLD52H24B429M,Leopoldo,Guicciardini,1952-06-24,M,CALTANISSETTA,VITERBO,PMPMCL15S09H163A,GCCGNI31T22H163B,SPTMNC56R27G224N
SPTLNS54D17G224Y,Alfonsino,Spiota,1954-04-17,M,PADOVA,TRANI,GDTCCL18T05L407S,SPTLCL36L05L407F,LZZPRI52E26L328H
SPTPRD54S01G224O,Paride,Spiota,1954-11-01,M,PADOVA,TRENTO,GDTCCL18T05L407S,SPTLCL36L05L407F,CCLLNZ60L15H620V
SPTDLE56C08G224N,Delio,Spiota,1956-03-08,M,PADOVA,TERAMO,GDTCCL18T05L407S,SPTLCL36L05L407F,PDRPLP40M26L103G
SPTSLL58B02G224S,Isabella,Spiota,1958-02-02,F,PADOVA,NUORO,GDTCCL18T05L407S,SPTLCL36L05L407F,NNIVIO62H15A345W
SPTNGL56D28G224T,Angela,Spiota,1956-04-28,F,PADOVA,PADOVA,GDTCCL18T05L407S,SPTLCL36L05L407F,BRSBSL39M08G888C
SPTRFL58S09G224C,Raffaele,Spiota,1958-11-09,M,PADOVA,TERAMO,GDTCCL18T05L407S,SPTLCL36L05L407F,PDRSNT39A31L103F
SPTVIO53T04G224A,Ivo,Spiota,1953-12-04,M,PADOVA,AREZZO,GDTCCL18T05L407S,SPTLCL36L05L407F,CLMVND59A29B832W
SPTGIO55T15G224S,Gioia,Spiota,1955-12-15,F,PADOVA,PADOVA,GDTCCL18T05L407S,SPTLCL36L05L407F,
SPTDIA56E27G224C,Ida,Spiota,1956-05-27,F,PADOVA,PADOVA,GDTCCL18T05L407S,SPTLCL36L05L407F,RNDZEI53B03A462J
SPTMNC56R27G224N,Monica,Spiota,1956-10-27,F,PADOVA,VITERBO,GDTCCL18T05L407S,SPTLCL36L05L407F,GCCLLD52H24B429M
PDRDBR40T07L103O,Debora,Pedrone,1940-12-07,F,TERAMO,TERAMO,PDRRME16L28L103Y,GNTMGH19B05L103M,VGZLVR48H03G535X
PDRPLP40M26L103G,Penelope,Pedrone,1940-08-26,F,TERAMO,TERAMO,PDRRME16L28L103Y,GNTMGH19B05L103M,SPTDLE56C08G224N
PDRSNT39A31L103F,Samantha,Pedrone,1939-01-31,F,TERAMO,TERAMO,PDRRME16L28L103Y,GNTMGH19B05L103M,SPTRFL58S09G224C
PDRLDN43M18L103J,Loredana,Pedrone,1943-08-18,F,TERAMO,TERAMO,PDRRME16L28L103Y,GNTMGH19B05L103M,LZZNTN49M07L328C
NNISRG58S28A345G,Sergia,Ienna,1958-11-28,F,L'AQUILA,L'AQUILA,MNILNI33S14A345P,NNIMRC42C19L049T,LZZMRN51L09L328H
NNIVIO62H15A345W,Ivo,Ienna,1962-06-15,M,L'AQUILA,NUORO,MNILNI33S14A345P,NNIMRC42C19L049T,SPTSLL58B02G224S
NNIGDI60M30A345E,Giada,Ienna,1960-08-30,F,L'AQUILA,L'AQUILA,MNILNI33S14A345P,NNIMRC42C19L049T,
NNINLM62L17A345O,Anselmo,Ienna,1962-07-17,M,L'AQUILA,BENEVENTO,MNILNI33S14A345P,NNIMRC42C19L049T,GVNMND56L24A783B
NNIMRT62P28A345A,Umberta,Ienna,1962-09-28,F,L'AQUILA,CHIETI,MNILNI33S14A345P,NNIMRC42C19L049T,BTCMRZ50M05B963S
NNIFPP63D23A345D,Filippa,Ienna,1963-04-23,F,L'AQUILA,L'AQUILA,MNILNI33S14A345P,NNIMRC42C19L049T,
RNDVNI50H02A462C,Ivano,Rondoni,1950-06-02,M,ASCOLI PICENO,MANTOVA,DPSMDL29T27E783R,RNDGNT29D02G999A,TRVDBR56C29H703J
RNDLDA50A25A462R,Alda,Rondoni,1950-01-25,F,ASCOLI PICENO,LATINA,DPSMDL29T27E783R,RNDGNT29D02G999A,GVNVGN56B18A783U
RNDRBN50E12A462C,Rubina,Rondoni,1950-05-12,F,ASCOLI PICENO,LIVORNO,DPSMDL29T27E783R,RNDGNT29D02G999A,CCLLND61T29H620T
RNDRNI50T26A462H,Irene,Rondoni,1950-12-26,F,ASCOLI PICENO,ASCOLI PICENO,DPSMDL29T27E783R,RNDGNT29D02G999A,BTCSRG53P07B963X
RNDZEI53B03A462J,Ezio,Rondoni,1953-02-03,M,ASCOLI PICENO,PADOVA,DPSMDL29T27E783R,RNDGNT29D02G999A,SPTDIA56E27G224C
RNDLVC50S13A462A,Ludovico,Rondoni,1950-11-13,M,ASCOLI PICENO,ORISTANO,DPSMDL29T27E783R,RNDGNT29D02G999A,GTNMRA39E18A509X
RNDDLC52M02A462R,Doralice,Rondoni,1952-08-02,F,ASCOLI PICENO,ASCOLI PICENO,DPSMDL29T27E783R,RNDGNT29D02G999A,BFURCR48P19H501S
RNDVVN52A02A462J,Viviana,Rondoni,1952-01-02,F,ASCOLI PICENO,FERMO,DPSMDL29T27E783R,RNDGNT29D02G999A,CCLRND59S20H620J
RNDLNE52C07A462Q,Eleana,Rondoni,1952-03-07,F,ASCOLI PICENO,ASCOLI PICENO,DPSMDL29T27E783R,RNDGNT29D02G999A,MRNPLA58P15B519S
RNDTEA51A18A462H,Tea,Rondoni,1951-01-18,F,ASCOLI PICENO,ASCOLI PICENO,DPSMDL29T27E783R,RNDGNT29D02G999A,CCLNDR62B08H620F
SRGDRN58R26A182X,Doriana,Sergini,1958-10-26,F,ALESSANDRIA,ALESSANDRIA,SRZRCE31B18A182P,SRGLCA37M10A326O,VGZBRM44E05G535A
SRGDTR55P17A182A,Demetrio,Sergini,1955-09-17,M,ALESSANDRIA,COMO,SRZRCE31B18A182P,SRGLCA37M10A326O,RMMFNZ41S14D150Z
SRGDRA54A03A182P,Daria,Sergini,1954-01-03,F,ALESSANDRIA,ALESSANDRIA,SRZRCE31B18A182P,SRGLCA37M10A326O,LZZBGI49D24L328V
LZZPRI52E26L328H,Piera,Luzzi,1952-05-26,F,TRANI,TRANI,LRCSLL31E16L328B,LZZSLV24L03L049W,SPTLNS54D17G224Y
LZZBGI49D24L328V,Biagio,Luzzi,1949-04-24,M,TRANI,ALESSANDRIA,LRCSLL31E16L328B,LZZSLV24L03L049W,SRGDRA54A03A182P
LZZPLA50E13L328K,Paola,Luzzi,1950-05-13,F,TRANI,ANDRIA,LRCSLL31E16L328B,LZZSLV24L03L049W,VGZNLN48P09G535P
LZZMRN51L09L328H,Moreno,Luzzi,1951-07-09,M,TRANI,L'AQUILA,LRCSLL31E16L328B,LZZSLV24L03L049W,NNISRG58S28A345G
LZZMMM52E14L328L,Mimma,Luzzi,1952-05-14,F,TRANI,TRANI,LRCSLL31E16L328B,LZZSLV24L03L049W,
LZZNTN49M07L328C,Antonio,Luzzi,1949-08-07,M,TRANI,TERAMO,LRCSLL31E16L328B,LZZSLV24L03L049W,PDRLDN43M18L103J
LZZZTI51P02L328E,Zita,Luzzi,1951-09-02,F,TRANI,RAGUSA,LRCSLL31E16L328B,LZZSLV24L03L049W,CLMMRK60D05B832X
LZZCDD53M15L328V,Candido,Luzzi,1953-08-15,M,TRANI,ISERNIA,LRCSLL31E16L328B,LZZSLV24L03L049W,VDPBDT53M09B519E
VGZGRN46R21G535W,Guarino,Vegezzi,1946-10-21,M,PIACENZA,TRANI,VGZGLM26T05L781F,PLLLCN22D28L781O,TRBCDD58L02C352O
VGZLVR48H03G535X,Alvaro,Vegezzi,1948-06-03,M,PIACENZA,TERAMO,VGZGLM26T05L781F,PLLLCN22D28L781O,PDRDBR40T07L103O
VGZBRM44E05G535A,Abramo,Vegezzi,1944-05-05,M,PIACENZA,ALESSANDRIA,VGZGLM26T05L781F,PLLLCN22D28L781O,SRGDRN58R26A182X
VGZNLN48P09G535P,Angelino,Vegezzi,1948-09-09,M,PIACENZA,ANDRIA,VGZGLM26T05L781F,PLLLCN22D28L781O,LZZPLA50E13L328K
VGZPLP46L28G535S,Penelope,Vegezzi,1946-07-28,F,PIACENZA,CUNEO,VGZGLM26T05L781F,PLLLCN22D28L781O,GTNLRT42L05A509Y
BTCTLI49L07B963Z,Italo,Abatecola,1949-07-07,M,CASERTA,ROMA,DMNVCN16T29B963A,BTCGPP30L15A783B,BFURSL46P30H501Z
BTCPNI53H17B963X,Pino,Abatecola,1953-06-17,M,CASERTA,CROTONE,DMNVCN16T29B963A,BTCGPP30L15A783B,TRVDLR57T27H703T
BTCCSR50E27B963B,Cesira,Abatecola,1950-05-27,F,CASERTA,LECCE,DMNVCN16T29B963A,BTCGPP30L15A783B,CLMDRN59L17B832A
BTCMRZ50M05B963S,Maurizio,Abatecola,1950-08-05,M,CASERTA,CHIETI,DMNVCN16T29B963A,BTCGPP30L15A783B,NNIMRT62P28A345A
BTCMMM50L18B963I,Mimma,Abatecola,1950-07-18,F,CASERTA,PESCARA,DMNVCN16T29B963A,BTCGPP30L15A783B,CLMLND62A15B832Y
BTCCLD49R17B963I,Cataldo,Abatecola,1949-10-17,M,CASERTA,ROMA,DMNVCN16T29B963A,BTCGPP30L15A783B,BFUFLV48D17H501J
BTCMSM48T26B963N,Massimiliana,Abatecola,1948-12-26,F,CASERTA,CASERTA,DMNVCN16T29B963A,BTCGPP30L15A783B,VDPLRD49R22B519D
BTCSRG53P07B963X,Sergio,Abatecola,1953-09-07,M,CASERTA,ASCOLI PICENO,DMNVCN16T29B963A,BTCGPP30L15A783B,RNDRNI50T26A462H
BTCCLL49B16B963G,Camilla,Abatecola,1949-02-16,F,CASERTA,AVELLINO,DMNVCN16T29B963A,BTCGPP30L15A783B,GTNDNL40L14A509P
VDPLRD49R22B519D,Leonardo,Vodopivec,1949-10-22,M,CAMPOBASSO,CASERTA,BSLGTR29C14E506Q,VDPRZR25H07E506T,BTCMSM48T26B963N
VDPGLL50C07B519E,Guglielmo,Vodopivec,1950-03-07,M,CAMPOBASSO,BARLETTA,BSLGTR29C14E506Q,VDPRZR25H07E506T,GVNPRN56R11A783W
VDPBDT53M09B519E,Benedetta,Vodopivec,1953-08-09,F,CAMPOBASSO,ISERNIA,BSLGTR29C14E506Q,VDPRZR25H07E506T,LZZCDD53M15L328V
VDPRLL51H15B519Z,Rosella,Vodopivec,1951-06-15,F,CAMPOBASSO,CAMPOBASSO,BSLGTR29C14E506Q,VDPRZR25H07E506T,MZZGBB49M02A509S
VDPDLE51M21B519T,Delia,Vodopivec,1951-08-21,F,CAMPOBASSO,CAMPOBASSO,BSLGTR29C14E506Q,VDPRZR25H07E506T,
RMMFNZ41S14D150Z,Fiorenza,Auriemma,1941-11-14,F,CREMONA,COMO,MLBFCT18L12B180I,RMMCLS21M17E506G,SRGDTR55P17A182A
RMMLCU39S29D150E,Lucia,Auriemma,1939-11-29,F,CREMONA,BRESCIA,MLBFCT18L12B180I,RMMCLS21M17E506G,MZZVTR53P22A509W
RMMBRC41A09D150M,Beatrice,Auriemma,1941-01-09,F,CREMONA,PAVIA,MLBFCT18L12B180I,RMMCLS21M17E506G,GVNLRC58H02A783W
MZZGBB49M02A509S,Giobbe,Mazzari,1949-08-02,M,AVELLINO,CAMPOBASSO,MZZLRI31C19A509G,MNGMRT28S15A509C,VDPRLL51H15B519Z
MZZVTR53P22A509W,Vittoriano,Mazzari,1953-09-22,M,AVELLINO,BRESCIA,MZZLRI31C19A509G,MNGMRT28S15A509C,RMMLCU39S29D150E
GVNLRC58H02A783W,Alberico,Giovini,1958-06-02,M,BENEVENTO,PAVIA,GVNGLI32T28A509W,PYRLDE35B01B963A,RMMBRC41A09D150M
GVNPRN56R11A783W,Pierina,Giovini,1956-10-11,F,BENEVENTO,BARLETTA,GVNGLI32T28A509W,PYRLDE35B01B963A,VDPGLL50C07B519E
GVNMND56L24A783B,Miranda,Giovini,1956-07-24,F,BENEVENTO,BENEVENTO,GVNGLI32T28A509W,PYRLDE35B01B963A,NNINLM62L17A345O
GVNVGN56B18A783U,Virginio,Giovini,1956-02-18,M,BENEVENTO,LATINA,GVNGLI32T28A509W,PYRLDE35B01B963A,RNDLDA50A25A462R
CLMMNZ62D10B832P,Amanzia,Colombi,1962-04-10,F,CARRARA,CARRARA,CLMMCR21S28B832F,PTRLCI40C22B832Z,GTNPCC39L22A509H
CLMMCL63E31B832Q,Marcella,Colombi,1963-05-31,F,CARRARA,CARRARA,CLMMCR21S28B832F,PTRLCI40C22B832Z,
CLMMRK60D05B832X,Mirko,Colombi,1960-04-05,M,CARRARA,RAGUSA,CLMMCR21S28B832F,PTRLCI40C22B832Z,LZZZTI51P02L328E
CLMDNC61M16B832H,Domenica,Colombi,1961-08-16,F,CARRARA,SIENA,CLMMCR21S28B832F,PTRLCI40C22B832Z,MRNBSL54M20B519X
CLMVND59A29B832W,Vanda,Colombi,1959-01-29,F,CARRARA,AREZZO,CLMMCR21S28B832F,PTRLCI40C22B832Z,SPTVIO53T04G224A
CLMLND62A15B832Y,Olindo,Colombi,1962-01-15,M,CARRARA,PESCARA,CLMMCR21S28B832F,PTRLCI40C22B832Z,BTCMMM50L18B963I
CLMMSM61E16B832J,Massimiliana,Colombi,1961-05-16,F,CARRARA,CARRARA,CLMMCR21S28B832F,PTRLCI40C22B832Z,
CLMDRN59L17B832A,Adriano,Colombi,1959-07-17,M,CARRARA,LECCE,CLMMCR21S28B832F,PTRLCI40C22B832Z,BTCCSR50E27B963B
CLMMRT59P09B832R,Umberto,Colombi,1959-09-09,M,CARRARA,SALERNO,CLMMCR21S28B832F,PTRLCI40C22B832Z,TRVNTL55T16H703C
CLMGFR61B20B832N,Goffredo,Colombi,1961-02-20,M,CARRARA,CAMPOBASSO,CLMMCR21S28B832F,PTRLCI40C22B832Z,MRNLIO53T26B519A
MRNMCL56R04B519Z,Marcella,Maiorano,1956-10-04,F,CAMPOBASSO,CAMPOBASSO,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,
MRNPNG54T13B519P,Pierangela,Maiorano,1954-12-13,F,CAMPOBASSO,CAMPOBASSO,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,DRMVGL47A14H620L
MRNBSL54M20B519X,Basilio,Maiorano,1954-08-20,M,CAMPOBASSO,SIENA,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,CLMDNC61M16B832H
MRNPLA58P15B519S,Paolo,Maiorano,1958-09-15,M,CAMPOBASSO,ASCOLI PICENO,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,RNDLNE52C07A462Q
MRNLIO53T26B519A,Iole,Maiorano,1953-12-26,F,CAMPOBASSO,CAMPOBASSO,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,CLMGFR61B20B832N
MRNMDA55T31B519P,Amedea,Maiorano,1955-12-31,F,CAMPOBASSO,L'AQUILA,PLCLNZ23C19B519Q,MRNLNZ35L02A662C,GTNFRC39R27A509Q
CCLGRG83L17A462R,Giorgia,Acocella,1983-07-17,F,ASCOLI PICENO,PESCARA,RNDTEA51A18A462H,CCLNDR62B08H620F,SPTSNT75E28L103M
CCLLEO81C19A462I,Leo,Acocella,1981-03-19,M,ASCOLI PICENO,ANCONA,RNDTEA51A18A462H,CCLNDR62B08H620F,NNIPMR83H19F979J
CCLLMP80P06A462I,Olimpia,Acocella,1980-09-06,F,ASCOLI PICENO,BENEVENTO,RNDTEA51A18A462H,CCLNDR62B08H620F,NNIGZZ83M10A783Y
CCLDRT79L26A462E,Dorotea,Acocella,1979-07-26,F,ASCOLI PICENO,LECCE,RNDTEA51A18A462H,CCLNDR62B08H620F,CLMLNE79R29E506C
CCLNRN80M17A462Q,Andreina,Acocella,1980-08-17,F,ASCOLI PICENO,FIRENZE,RNDTEA51A18A462H,CCLNDR62B08H620F,NNIMTT83M13F979R
TRVFDN79T08H620U,Ferdinando,Travelli,1979-12-08,M,ROVIGO,SIRACUSA,CCLFDN61A12H620G,TRVGRM57C05H703G,BFUNSC70L09A462G
TRVRSL79M22H620B,Rossella,Travelli,1979-08-22,F,ROVIGO,NUORO,CCLFDN61A12H620G,TRVGRM57C05H703G,NNILNZ79A30F979L
TRVNDR80E10H620D,Andrea,Travelli,1980-05-10,M,ROVIGO,ROVIGO,CCLFDN61A12H620G,TRVGRM57C05H703G,RNDVNZ69H12G113Z
BFUCHR80A24H620J,Chiara,Bufi,1980-01-24,F,ROVIGO,CROTONE,CCLSRA61R21H620K,BFUSVR45R01H501E,BTCDLE75B17D122H
BFUVVN79H20H620G,Viviana,Bufi,1979-06-20,F,ROVIGO,ORISTANO,CCLSRA61R21H620K,BFUSVR45R01H501E,RNDTNZ72S09G113C
BFUCTN83P16H620M,Cateno,Bufi,1983-09-16,M,ROVIGO,TREVISO,CCLSRA61R21H620K,BFUSVR45R01H501E,CLMGVR79R02E506I
CCLRMR80E30D542Q,Rosamaria,Acocella,1980-05-30,F,FERMO,TERAMO,RNDVVN52A02A462J,CCLRND59S20H620J,GTNTDD78L11A345H
CCLVTT81M29D542V,Vanetta,Acocella,1981-08-29,F,FERMO,CAMPOBASSO,RNDVVN52A02A462J,CCLRND59S20H620J,MZZDLM69S04B519K
CCLRNR81H27D542Q,Raniero,Acocella,1981-06-27,M,FERMO,CALTANISSETTA,RNDVVN52A02A462J,CCLRND59S20H620J,BTCPIA71D25H501O
CCLLND82R24D542G,Lando,Acocella,1982-10-24,M,FERMO,FROSINONE,RNDVVN52A02A462J,CCLRND59S20H620J,LZZCMB74C23A182R
CCLCLD78T13D542O,Cataldo,Acocella,1978-12-13,M,FERMO,FERMO,RNDVVN52A02A462J,CCLRND59S20H620J,SRGRSL73T15C933J
CCLSND82A08E625X,Secondo,Acocella,1982-01-08,M,LIVORNO,LUCCA,RNDRBN50E12A462C,CCLLND61T29H620T,SPTVRN76C15L103N
CCLLBN80M19E625Y,Albino,Acocella,1980-08-19,M,LIVORNO,TRANI,RNDRBN50E12A462C,CCLLND61T29H620T,MRNFLV81M12I726P
CCLLSE80T22E625I,Elisa,Acocella,1980-12-22,F,LIVORNO,COSENZA,RNDRBN50E12A462C,CCLLND61T29H620T,VGZVGN75M13L328T
BFUNSC70L09A462G,Nausicaa,Bufi,1970-07-09,F,ASCOLI PICENO,SIRACUSA,RNDDLC52M02A462R,BFURCR48P19H501S,TRVFDN79T08H620U
BFUFSC71B23A462J,Fosca,Bufi,1971-02-23,F,ASCOLI PICENO,SIRACUSA,RNDDLC52M02A462R,BFURCR48P19H501S,CLMGLI80L22H163Y
BFUMRC72S17A462I,Marco,Bufi,1972-11-17,M,ASCOLI PICENO,ASCOLI PICENO,RNDDLC52M02A462R,BFURCR48P19H501S,SPTGST81E25L378K
BFUSLV72P30A462G,Salvo,Bufi,1972-09-30,M,ASCOLI PICENO,PESARO,RNDDLC52M02A462R,BFURCR48P19H501S,GTNRNN71C19A509B
BFUCTN71C27A462I,Cateno,Bufi,1971-03-27,M,ASCOLI PICENO,ASCOLI PICENO,RNDDLC52M02A462R,BFURCR48P19H501S,NNIMRS81P13F979T
BFUNTS69S19A462O,Anastasio,Bufi,1969-11-19,M,ASCOLI PICENO,SIENA,RNDDLC52M02A462R,BFURCR48P19H501S,LZZDBR78D09A182I
BFUGNI69A21A462Y,Igino,Bufi,1969-01-21,M,ASCOLI PICENO,ASCOLI PICENO,RNDDLC52M02A462R,BFURCR48P19H501S,LZZVDN74M13A182X
DRMGAI78R22B519D,Gaio,Dormetta,1978-10-22,M,CAMPOBASSO,BENEVENTO,MRNPNG54T13B519P,DRMVGL47A14H620L,LZZBNL70H04L103P
DRMTTN74B24B519A,Ottone,Dormetta,1974-02-24,M,CAMPOBASSO,ISERNIA,MRNPNG54T13B519P,DRMVGL47A14H620L,VDPPSC75B27A669Y
DRMDLR74S06B519U,Addolorata,Dormetta,1974-11-06,F,CAMPOBASSO,LATINA,MRNPNG54T13B519P,DRMVGL47A14H620L,BTCNLN69P17H501P
DRMTTR75H24B519W,Ettore,Dormetta,1975-06-24,M,CAMPOBASSO,CAMPOBASSO,MRNPNG54T13B519P,DRMVGL47A14H620L,VDPCNN77A17A669G
DRMDTR77H25B519M,Demetrio,Dormetta,1977-06-25,M,CAMPOBASSO,CAMPOBASSO,MRNPNG54T13B519P,DRMVGL47A14H620L,
DRMFNN77P01B519N,Fernando,Dormetta,1977-09-01,M,CAMPOBASSO,ISERNIA,MRNPNG54T13B519P,DRMVGL47A14H620L,GTNDIA72S18A509F
GTNRNN71C19A509B,Rosanna,Gaetani,1971-03-19,F,AVELLINO,PESARO,BTCCLL49B16B963G,GTNDNL40L14A509P,BFUSLV72P30A462G
GTNFCN72M18A509M,Feliciano,Gaetani,1972-08-18,M,AVELLINO,TERAMO,BTCCLL49B16B963G,GTNDNL40L14A509P,GCCGAI77T17M082P
GTNCLS73P30A509J,Callisto,Gaetani,1973-09-30,M,AVELLINO,AVELLINO,BTCCLL49B16B963G,GTNDNL40L14A509P,GVNDRN77A04G388Y
GTNNRC69B01A509F,Enrico,Gaetani,1969-02-01,M,AVELLINO,BENEVENTO,BTCCLL49B16B963G,GTNDNL40L14A509P,VDPSDR76R18A669V
GTNGLD70E23A509G,Gilda,Gaetani,1970-05-23,F,AVELLINO,TERAMO,BTCCLL49B16B963G,GTNDNL40L14A509P,VGZCSR64B16L103T
GTNDIA72S18A509F,Ida,Gaetani,1972-11-18,F,AVELLINO,ISERNIA,BTCCLL49B16B963G,GTNDNL40L14A509P,DRMFNN77P01B519N
GTNGDL65A07D205H,Guendalina,Gaetani,1965-01-07,F,CUNEO,ROMA,VGZPLP46L28G535S,GTNLRT42L05A509Y,BTCFPP69S09H501U
