school,cf
Scuola Elementare di PESCARA,VRRBNL17B20G482B
Scuola Elementare di PESCARA,VRRBNR14H30G482W
Scuola Elementare di PESCARA,PRSGLD18H07G482L
Scuola Elementare di PESCARA,PRSCTN16P22G482B
Scuola Elementare di PESCARA,CHRSNT14A03G482N
Scuola Elementare di PESCARA,CHRSLV15P10G482X
Scuola Media di TRAPANI,SNICTN13E30L331G
Scuola Media di TRAPANI,SNIFRZ11R04L331R
Scuola Media di TRAPANI,SNISRG13A24L331I
Scuola Media di TRAPANI,SNIDLL13D14L331Z
Scuola Media di TRAPANI,SNIRMI12L20L331N
Scuola Media di TRAPANI,SPZGUO12S01L331R
Scuola Media di TRAPANI,SPZRRT11A02L331S
Scuola Media di TRAPANI,SPZGIO11P05L331X
Scuola Media di TRAPANI,SPZPCR12P01L331J
Scuola Media di TRAPANI,SPZSCN12L02L331O
Scuola Superiore di BELLUNO,TMSNSC10D04A757Q
Scuola Superiore di BELLUNO,TMSZRA10H15A757L
Scuola Superiore di BELLUNO,FCCGPR06T09A757X
Scuola Media di MILANO,SNIGIA12E29F205W
Scuola Media di MILANO,SNILRG11R16F205N
Scuola Media di MILANO,SNICSR11T15F205X
Scuola Media di MILANO,SNISLV11T28F205Q
Scuola Media di MILANO,VSNDBR12B16F205F
Scuola Media di MILANO,VSNFDR12M19F205M
Scuola Media di MILANO,VSNRSR13C26F205M
Scuola Media di MILANO,VSNFTM13L17F205X
Scuola Media di MILANO,VSNLLL12T25F205Y
Scuola Media di BOLOGNA,TMSLVN11H07A944L
Scuola Media di BOLOGNA,TMSGDN12S10A944K
Scuola Elementare di VICENZA,SMNGND14C28L840I
Scuola Elementare di VICENZA,LLSMCL14M05L840V
Scuola Media di MANTOVA,SNILRT11E20E897O
Scuola Media di MANTOVA,SNIRGR11B05E897A
Scuola Media di MANTOVA,SNILGO13C28E897G
Scuola Media di MANTOVA,SNIMGN11T17E897K
Scuola Media di MANTOVA,SNINBL11T04E897L
Scuola Media di MANTOVA,SNISIA12A12E897J
Scuola Media di MANTOVA,SNIVTR13A06E897I
Scuola Media di MANTOVA,SNIMBR12C13E897H
Scuola Media di MANTOVA,SNIVTR13P09E897Q
Scuola Media di MANTOVA,SNIMTT12R20E897V
Scuola Media di ANDRIA,TRZMRT13B16A285I
Scuola Media di ANDRIA,TRZGDI10T02A285Q
Scuola Media di ANDRIA,TRZMNZ11P19A285H
Scuola Media di ANDRIA,TRZTNI12A29A285X
Scuola Media di ANDRIA,CRSMLT11D07A285Q
Scuola Media di ANDRIA,CRSNTS13L29A285F
Scuola Media di ANDRIA,RTLLEO12C24A285F
Scuola Media di ANDRIA,RTLLCD13B28A285W
Scuola Media di CARBONIA,TRZRZO10T17B745T
Scuola Media di CARBONIA,ZNNRND12L24B745S
Scuola Media di CARBONIA,TRZVTR11E29B745S
Scuola Media di CARBONIA,CRMCAI11S05B745I
Scuola Media di CARBONIA,SRGLVN11R06B745H
Scuola Media di CARBONIA,SRGGTN11A13B745S
Scuola Media di CARBONIA,SRGDLA10S25B745J
Scuola Media di CARBONIA,SRGGTV11R17B745R
Scuola Media di CARBONIA,SRGLBT12T23B745E
Scuola Media di CARBONIA,PRTCRL11A03B745V
Scuola Media di CARBONIA,PRTLSS13D17B745I
Scuola Media di CARBONIA,PRTVSC11S25B745C
Scuola Media di CARBONIA,PRTCAI13D15B745A
Scuola Media di CARBONIA,BLZRCC10T25B745S
Scuola Media di CARBONIA,BLZVDN12H10B745B
Scuola Media di CARBONIA,BLZMRG13E30B745H
Scuola Media di CARBONIA,BLZVNI13M26B745A
Scuola Media di CARBONIA,BLZPMR11B06B745F
Scuola Media di PISA,VCNPQL10T30G702G
Scuola Media di PISA,VCNLNE10T01G702F
Scuola Media di PISA,VCNSCN10T09G702B
Scuola Media di PISA,VCNMRG11A24G702V
Scuola Media di PISA,VCNLEA13H02G702B
Scuola Elementare di RIMINI,CRBRGR18A01H294G
Scuola Elementare di RIMINI,CRBSNT17M22H294L
Scuola Elementare di RIMINI,CRBMRN18L11H294U
Scuola Elementare di RIMINI,CRBCLD17S27H294V
Scuola Elementare di RIMINI,CRBBRN15D01H294I
Scuola Elementare di RIMINI,MPCNCL18R27H294C
Scuola Elementare di RIMINI,MPCRST16E23H294K
Scuola Elementare di SASSARI,LCHMLI15R06I452Y
Scuola Elementare di SASSARI,LCHMND16H11I452F
Scuola Elementare di SASSARI,LCHFLV16L08I452F
Scuola Elementare di SASSARI,MGNSFN18H10I452M
Scuola Elementare di SASSARI,MGNRML18M03I452U
Scuola Media di PARMA,TMSMMM13D23G337C
Scuola Media di PARMA,TMSSNT11E24G337T
Scuola Media di PARMA,TMSRMN11E18G337T
Scuola Media di PARMA,TMSCNN12H25G337K
Scuola Media di PARMA,TMSCST12D13G337R
Scuola Media di PARMA,TMSLVR12E12G337W
Scuola Media di PARMA,TMSRNI11B14G337X
Scuola Media di PARMA,TMSDLF11A13G337P
Scuola Elementare di TRENTO,PRTGRT16T23L378K
Scuola Elementare di TRENTO,PRTNGL14H20L378L
Scuola Elementare di TRENTO,GNGMSM18H11L378T
Scuola Elementare di TRENTO,BVNLTZ15R21L378U
Scuola Elementare di TRENTO,BVNLDN14B06L378F
Scuola Elementare di TRENTO,BVNGNR14A06L378S
Scuola Elementare di MATERA,SMNGLL18B16F052B
Scuola Elementare di MATERA,FFNLTZ14B01F052E
Scuola Elementare di MATERA,FFNMLI17B15F052V
Scuola Elementare di MATERA,SPZRSL17B08F052C
Scuola Elementare di MATERA,SPZGTN15E07F052A
Scuola Elementare di MATERA,SPZFTM17C11F052G
Scuola Elementare di MATERA,SPZGIA17M02F052R
Scuola Elementare di MATERA,TRTLVO14A17F052P
Scuola Elementare di MATERA,TRTWLM17S29F052L
Scuola Elementare di MATERA,TRTFBN17C16F052D
Scuola Elementare di MATERA,TRTBRN14D18F052K
Scuola Elementare di MATERA,TRTSLN17C13F052M
Scuola Elementare di RIETI,TMSCST17D14H282Q
Scuola Elementare di RIETI,BRGSTN15M23H282E
Scuola Elementare di RIETI,BRGSST18C26H282G
Scuola Elementare di RIETI,NDESNT14R31H282Z
Scuola Elementare di RIETI,NDEMDA14D08H282C
Scuola Elementare di VERONA,VCNGNI14T11L781R
Scuola Elementare di VERONA,VCNNSC16C28L781X
Scuola Elementare di VERONA,VCNGCM15C13L781F
Scuola Elementare di OLBIA,LCHTBO16S30G015V
Scuola Elementare di OLBIA,LCHSCN16E20G015U
Scuola Elementare di OLBIA,LCHDTR17P10G015M
Scuola Elementare di OLBIA,LUIGLD17A08G015A
Scuola Elementare di OLBIA,LUIGAI14M07G015O
Scuola Elementare di IGLESIAS,PRTGST13S22E281G
Scuola Elementare di IGLESIAS,PRTCRL16S30E281Q
Scuola Elementare di IGLESIAS,PRTMRC18B03E281K
Scuola Elementare di IGLESIAS,CNSRNT14P08E281Z
Scuola Elementare di IGLESIAS,CNSNZR17L09E281C
Scuola Elementare di IGLESIAS,CNSLLE15L31E281A
Scuola Elementare di IGLESIAS,CNSCLL16D20E281C
Scuola Elementare di REGGIO NELL'EMILIA,VCNLNU16H27H223Q
Scuola Elementare di REGGIO NELL'EMILIA,RVGVNT16T20H223S
Scuola Elementare di REGGIO NELL'EMILIA,BRGSRG16A07H223F
Scuola Elementare di REGGIO NELL'EMILIA,BRGCVN14H12H223B
Scuola Elementare di REGGIO NELL'EMILIA,BRGMRA15L19H223A
Scuola Media di FROSINONE,CRBGTT12E28D810N
Scuola Media di FROSINONE,CRBLSN13M14D810J
Scuola Media di FROSINONE,CRBRNI12T23D810M
Scuola Media di FROSINONE,BRTDLZ12T27D810S
Scuola Media di FROSINONE,BRTMLD11C14D810M
Scuola Media di FROSINONE,BRTZRR13R19D810I
Scuola Elementare di COSENZA,FLLMLE15B26D086T
Scuola Elementare di COSENZA,FLCDLE14D20D086D
Scuola Elementare di COSENZA,FLCNRN17E08D086V
Scuola Elementare di COSENZA,FLCVCN15C02D086G
Scuola Media di VARESE,SNINRN11B24L682Z
Scuola Media di VARESE,SNIRNI11B13L682H
Scuola Media di VARESE,SNIGPP12L25L682Y
Scuola Media di VARESE,SNIMBR11R18L682L
Scuola Media di VARESE,CRSLRI12E16L682X
Scuola Media di VARESE,CRSDLU12M08L682J
Scuola Media di VARESE,CRSSNN12D09L682Y
Scuola Media di VARESE,CRSLRD11D18L682T
Scuola Media di VARESE,CRSSFN10S17L682R
Scuola Media di VARESE,MPCTMS13P19L682E
Scuola Media di VARESE,MPCFSC12D12L682H
Scuola Media di VARESE,MPCMRT11D12L682A
Scuola Media di VARESE,BNCDRO13P16L682A
Scuola Media di VARESE,BNCLFA13C17L682D
Scuola Media di VARESE,BNCVTR12B22L682O
Scuola Media di VARESE,BNCZRA12A12L682V
Scuola Media di CAGLIARI,SNIMTN13R25B354B
Scuola Media di PESARO,VCNFBN13H16G479Z
Scuola Media di PESARO,VCNZNE11L24G479K
Scuola Media di AREZZO,FLLLLD13D23A390E
Scuola Media di AREZZO,FLLVCN11B02A390M
Scuola Media di AREZZO,FLLVTI11T07A390Q
Scuola Media di AREZZO,GRILDN11A22A390E
Scuola Media di AREZZO,GRITBO12D29A390D
Scuola Media di AREZZO,GRIGDN13B01A390T
Università di RIETI,GRNCML92E19H282G
Università di RIETI,GRNLDA90E31H282Y
Università di RIETI,MGNMSM93B09H282U
Università di RIETI,DTGSCN04L09H282C
Università di RIETI,DTGRNI04S28H282T
Università di RIETI,BRGMLN06P08H282L
Università di RIETI,BRGPLP05D27H282T
Università di RIETI,SGLRMO92L16H282J
Università di RIETI,SGLDNT91E23H282Z
Università di RIETI,RFFDFN00H27H282N
Università di RIETI,RFFRSR02M30H282S
Università di RIETI,CPRRSR03A20H282D
Università di RIETI,CPRRLA04A30H282G
Università di RIETI,CPRPRN04M31H282L
Università di RIETI,CPRMRZ04L01H282D
Università di RIETI,BRBLDA95C13H282V
Università di RIETI,FLECAI92L14H282C
Università di RIETI,RBNMSS04E12H282M
Università di RIETI,BVOFDN00E17H282G
Università di RIETI,BVOLDA99H29H282P
Università di RIETI,CRMDLB04M26H282J
Università di RIETI,CRMDNI06P06H282R
Università di RIETI,CRMMRC05L07H282K
Università di RIETI,CRMTSC04P26H282T
Università di RIETI,CRMSRI99P07H282T
Università di RIETI,SLVWLM02S17H282Z
Università di RIETI,SLVFBN05B14H282O
Università di RIETI,BRGTTR98S25H282H
Università di RIETI,BRGBSL00T28H282N
Università di RIETI,BRGTSC99R05H282L
Università di PARMA,PRGTEA95L05G337J
Università di PARMA,LZZGTN97L22G337B
Università di PARMA,GDNLTZ01H11G337L
Università di PARMA,GDNMNL99H26G337W
Università di PARMA,GDNNZR02P08G337T
Università di PARMA,PCNNTL05E07G337Y
Università di PARMA,PCNFNC05H04G337N
Università di PARMA,BRBTTN05C08G337W
Università di PARMA,BLCLLE05S09G337D
Università di PARMA,BLCWNN06R22G337W
Università di PARMA,SLVGRN02D13G337H
Università di PARMA,SLVGLM00P08G337H
Università di PARMA,SLVNNA02A26G337Q
Università di PARMA,SLVGRT00H14G337X
Università di PARMA,BRSGLN89C29G337L
Università di FORLI,DFRFST00A06D704Y
Università di FORLI,DFRFRZ99A21D704Q
Università di FORLI,BRGSCN05A04D704J
Università di FORLI,BRGMLI03R08D704M
Università di FORLI,BRGFCT05R01D704A
Università di FORLI,CCCLCD00S26D704M
Università di FORLI,CCCVGL02H04D704N
Università di FORLI,PDNCLL02R18D704Z
Università di NAPOLI,SLVSNN01B20F839H
Università di NAPOLI,SLVRNI01L27F839V
Università di NAPOLI,FLLLRI05D01F839M
Università di NAPOLI,FLLGTN03D17F839I
Università di NAPOLI,FLLLDA03H08F839E
Università di NAPOLI,BNFSND99T08F839W
Università di NAPOLI,BNFDZN02C29F839O
Università di NAPOLI,DTLFMN02R21F839X
Università di NAPOLI,MRNVNZ95L19F839N
Università di NAPOLI,MRNFBA97L01F839K
Università di NAPOLI,SLVMNI05H21F839Q
Università di NAPOLI,SCRJCP00H01F839N
Università di NAPOLI,SCRCRL00H19F839B
Università di NAPOLI,SLVLSU01P26F839Q
Università di NAPOLI,PRZRNN04A21F839T
Università di URBINO,LSGSVR99E07L500H
Università di URBINO,LSGGLR02R06L500L
Università di URBINO,BRSTST01E07L500C
Università di URBINO,BRSCGR00D25L500H
Università di TORINO,SLVRRT95D09L219N
Università di TORINO,SLVPLP95H01L219S
Università di TORINO,BNFFMN01L18L219W
Università di TORINO,BVOGNZ99S04L219Q
Università di TORINO,BRTLIA99A29L219X
Università di TORINO,BRTSDR00L20L219P
Università di TORINO,BRTGST01A23L219O
Università di TORINO,SCLMHL01T13L219Q
Scuola Elementare di PARMA,PRGNRN14L14G337Q
Scuola Elementare di PARMA,PRGCMN14M13G337B
Scuola Elementare di PARMA,PRGRCR13T31G337X
Scuola Elementare di PARMA,PRGSLN18M27G337S
Scuola Elementare di PARMA,PRGRNN15M06G337A
Scuola Elementare di PARMA,TRRPCC17D22G337L
Scuola Elementare di PARMA,PRGCRL15E02G337E
Scuola Elementare di PARMA,PRGZOE18L25G337F
Scuola Elementare di PARMA,PRGMLA15H22G337J
Scuola Elementare di PARMA,PRGNRN16E31G337Q
Scuola Elementare di PARMA,BRSNLT18R07G337B
Scuola Elementare di PARMA,BRSLVI14H30G337M
Scuola Media di CAMPOBASSO,GRNCLL11T15B519E
Scuola Media di CAMPOBASSO,GRNRML13H16B519O
Scuola Media di CAMPOBASSO,GRNGRD12S24B519A
Scuola Media di CAMPOBASSO,GRNMRZ12M24B519I
Scuola Media di CAMPOBASSO,MGNMRG13D22B519T
Scuola Media di CAMPOBASSO,MGNNZE12S07B519V
Scuola Media di CAMPOBASSO,MGNMND13A11B519Q
Scuola Media di RIETI,MGNZNE13A07H282J
Scuola Media di RIETI,MGNLVI10T04H282R
Scuola Media di RIETI,MGNMRT11C15H282Y
Scuola Media di RIETI,MGNMLA13D19H282N
Scuola Media di RIETI,MGNSST11D09H282R
Scuola Media di RIETI,SGLYNN12R07H282B
Scuola Media di RIETI,SGLCSM13B05H282L
Scuola Media di RIETI,SGLVVN12S20H282E
Scuola Media di RIETI,SGLGPR12C17H282U
Scuola Media di RIETI,SGLLNS12T04H282R
Scuola Media di RIETI,CRFMIA13C20H282Y
Scuola Media di RIETI,CRFSDI13L21H282Y
Scuola Media di RIETI,CRFNVE13H23H282M
Scuola Media di RIETI,SNRGTN12H19H282C
Scuola Media di RIETI,SNRCLS10T06H282H
Scuola Media di RIETI,SNRLNE12E03H282H
Scuola Elementare di MILANO,PRGCCT16A02F205S
Scuola Elementare di MILANO,PRGBGI14R24F205B
Scuola Elementare di MILANO,PRGRSL14S10F205M
Scuola Elementare di MILANO,MPLMLN18P16F205M
Scuola Elementare di MILANO,VLZSVG16A02F205J
Scuola Elementare di MILANO,NDEMTN18C20F205G
Scuola Elementare di SIRACUSA,GTTDBR17D07I754I
Scuola Elementare di CARRARA,PRGZNE14C23B832A
Scuola Elementare di CARRARA,FNCPML16E04B832X
Scuola Elementare di CARRARA,MRCDMA18H17B832C
Scuola Elementare di CARRARA,MRCMSM16P19B832F
Scuola Elementare di CARRARA,NDEMLA17E03B832V
Scuola Elementare di CARRARA,NDELND15B26B832M
Scuola Elementare di CARRARA,TRNLRT17B18B832O
Scuola Elementare di CARRARA,BRSTLI15D16B832M
Scuola Elementare di CARRARA,BRSDLM13T22B832W
Scuola Elementare di CARRARA,CDSFRZ18C08B832O
Scuola Elementare di CARRARA,CDSMRN15E09B832M
Scuola Media di SASSARI,CPRLDA11H19I452J
Scuola Media di SASSARI,CPRDMN11M28I452Z
Scuola Media di SASSARI,CPRLVN12P28I452L
Scuola Media di SASSARI,CPRLCD11B14I452H
Scuola Elementare di MANTOVA,MGNGDU15T29E897M
Scuola Elementare di MANTOVA,MGNVSS13S18E897X
Scuola Elementare di MANTOVA,MGNRGR18D16E897R
Scuola Elementare di MANTOVA,BNFBNR17L29E897R
Scuola Elementare di MANTOVA,SPGLDL15L21E897B
Scuola Elementare di MANTOVA,SPGNDR15D05E897X
Scuola Elementare di MANTOVA,SPGCTN17L06E897Q
Scuola Elementare di MANTOVA,SPGNTN18L01E897N
Scuola Elementare di MANTOVA,SPGBND15B08E897J
Scuola Elementare di MANTOVA,BNCRNT16T22E897U
Scuola Elementare di MANTOVA,BNCCLI14B21E897J
Scuola Elementare di MANTOVA,NDEMSM18A22E897D
Scuola Elementare di MANTOVA,NDEWLM14H10E897M
Scuola Elementare di MANTOVA,NDEDRN16P28E897F
Scuola Elementare di MANTOVA,NDEGMN16P09E897S
Scuola Elementare di MANTOVA,GLZMLL17R25E897Z
Scuola Elementare di MANTOVA,GLZCAI17B21E897O
Scuola Media di ROMA,GRNDCC12E05H501C
Scuola Media di ROMA,GRNGND13R25H501X
Scuola Media di ROMA,GRNLCN11D19H501B
Scuola Media di ROMA,CRFCSM11R13H501U
Scuola Media di ROMA,CRFTMS12B12H501O
Scuola Elementare di BRESCIA,PRGMRA17B26B157Y
Scuola Elementare di BRESCIA,CRTLTZ17S13B157G
Scuola Elementare di BRESCIA,CRTGLE15T26B157F
Scuola Elementare di BRESCIA,VLZSLV16P19B157L
Scuola Elementare di BRESCIA,VLZMCR18P23B157R
Scuola Elementare di BRESCIA,FNCNSC14D28B157J
Scuola Media di MASSA,NSTGTN13P14F023M
Scuola Media di MASSA,NSTGNZ11M31F023K
Scuola Media di MASSA,NSTRCL11T10F023N
Scuola Media di MASSA,NSTPRD11A14F023B
Scuola Media di MASSA,NSTGUO13R17F023C
Scuola Media di MASSA,MCABRN12T29F023T
Scuola Media di MASSA,MCAMCR12E13F023L
Scuola Media di MASSA,MCAMLD13D27F023G
Scuola Media di MASSA,RBNCST13R05F023X
Scuola Media di MASSA,RBNSML10T23F023K
Scuola Media di MASSA,RBNMRC12C17F023N
Scuola Media di MASSA,RBNLDA13R08F023O
Scuola Media di MASSA,LUIPIA13S03F023K
Scuola Media di MASSA,LUISLV13C14F023P
Scuola Media di MASSA,LUIRSN11M21F023R
Scuola Media di MASSA,LUIMCL12L19F023K
Scuola Media di MASSA,LUIDNL11P06F023H
Scuola Elementare di TORINO,SLVBND14B12L219B
Scuola Elementare di TORINO,SLVGRM14T20L219O
Scuola Elementare di TORINO,SLVLDN16S18L219K
Scuola Elementare di TORINO,SLVGDI16A05L219I
Scuola Elementare di TORINO,MGNSAI17C18L219L
Scuola Elementare di TORINO,MGNVTT14B17L219C
Scuola Elementare di TORINO,MGNMCR14R05L219L
Scuola Media di LODI,BNTLEO11P09E648Y
Scuola Media di LODI,BNTLND12P23E648N
Scuola Media di LODI,RNLCDD12R17E648D
Scuola Media di LODI,RNLRFL13E15E648E
Scuola Elementare di NUORO,PRGNGL18P24F979U
Scuola Elementare di NUORO,PRGMNI14D26F979B
Scuola Elementare di NUORO,PRGLND14E01F979G
Scuola Elementare di NUORO,PRGMLE18L25F979G
Scuola Elementare di NUORO,PRGRML18A09F979J
Scuola Elementare di NUORO,PRTGDE17L06F979B
Scuola Elementare di NUORO,PRTCRN15B08F979F
Scuola Elementare di CUNEO,CLBLEO16B24D205K
Scuola Elementare di CUNEO,CLBLNZ15D19D205X
Scuola Elementare di CUNEO,CLBVGN15R01D205V
Scuola Elementare di CUNEO,BLDCML15A09D205T
Scuola Elementare di CUNEO,BLDMHL14L22D205Q
Scuola Superiore di COMO,MMECTN06T23C933B
Scuola Superiore di COMO,GLZMRT07S30C933P
Scuola Superiore di COMO,GLZDBR08P11C933L
Scuola Superiore di COMO,GLZMNL07A05C933R
Scuola Superiore di ROMA,CLBGLN09P16H501K
Scuola Superiore di ROMA,CLBSNL09S02H501I
Scuola Superiore di ROMA,CLBYLO10S07H501D
Scuola Superiore di ROMA,CLBLNZ09P15H501P
Scuola Superiore di ROMA,CLBFBL09S19H501S
Scuola Superiore di ROMA,LUIRNN09C24H501J
Scuola Superiore di ROMA,LUIGCH10R10H501N
Scuola Superiore di ROMA,SGLMRA09P12H501D
Scuola Superiore di ROMA,SGLGNI08S21H501V
Scuola Superiore di ROMA,LUISLV10D30H501N
Scuola Superiore di ROMA,LUIGIA09H23H501U
Scuola Superiore di ROMA,LUILRT09A17H501A
Scuola Superiore di ROMA,LUISLV09B21H501O
Scuola Superiore di ROMA,LUIGPP09L24H501I
Scuola Superiore di ROMA,MRVLVN10P16H501O
Scuola Superiore di ROMA,MRVRMN10S07H501M
Scuola Superiore di ROMA,MRVRCE09M13H501X
Scuola Superiore di ROMA,SMNPSQ09M04H501O
Scuola Superiore di ROMA,SMNRSO08T01H501A
Scuola Superiore di ROMA,SMNRLF09T08H501D
Scuola Superiore di ROMA,SMNFCT10M17H501Z
Scuola Superiore di ROMA,DFRLRD09P10H501Z
Scuola Superiore di ROMA,DFRCMN10C31H501D
Scuola Superiore di ROMA,DFRPTR09M05H501X
Scuola Superiore di ROMA,DFRGMN09T01H501X
Scuola Superiore di ROMA,BRTDRA08B26H501K
Scuola Superiore di ROMA,BRTFRC07C09H501W
Scuola Superiore di ROMA,BRTCRI08M03H501Z
Scuola Superiore di ROMA,BRTSVT07P16H501V
Scuola Superiore di LA SPEZIA,CLBVRN09B21E463S
Scuola Superiore di LA SPEZIA,CLBDLZ09C25E463A
Scuola Superiore di LA SPEZIA,CVRDLR08P17E463K
Scuola Superiore di LA SPEZIA,CVRMTT08D30E463V
Scuola Superiore di LA SPEZIA,CVRMLL08R21E463C
Scuola Superiore di LA SPEZIA,RNIRBN08P03E463L
Scuola Superiore di LA SPEZIA,RNIDNC07H15E463A
Scuola Media di RAGUSA,CNNGZN13A04H163J
Scuola Media di RAGUSA,PRTMRA11C13H163K
Scuola Media di RAGUSA,CRNGLL11D25H163C
Scuola Media di RAGUSA,CRNMRZ12S22H163Y
Scuola Media di RAGUSA,CRNCLD12C20H163D
Scuola Media di RAGUSA,CRNSVN10T02H163S
Scuola Media di RAGUSA,TNTLRT11D11H163E
Scuola Media di RAGUSA,TNTCCL12E17H163E
Scuola Media di RAGUSA,TNTDNI11D03H163D
Scuola Elementare di FORLI,CTRMRM15B03D704B
Scuola Elementare di FORLI,FRNRME15T06D704W
Scuola Elementare di FORLI,FRNLNS14M05D704H
Scuola Media di CROTONE,CTNLCN13A23D122S
Scuola Media di CROTONE,CTNMLT13P26D122I
Scuola Media di CROTONE,CTNNZE12H11D122K
Scuola Media di CROTONE,BRBGNZ13E05D122Z
Scuola Superiore di ANCONA,CRNRRG09C18A271Q
Scuola Superiore di ANCONA,CRNBLD10E01A271T
Scuola Superiore di ANCONA,CRNFNC10H20A271X
Scuola Superiore di ANCONA,CRNNRO10R08A271M
Scuola Superiore di ANCONA,CRNGTN09C29A271V
Scuola Superiore di ANCONA,LUIFMN09P19A271W
Scuola Superiore di ANCONA,LUITMR10C30A271O
Scuola Superiore di ANCONA,LUIMGN10H11A271J
Scuola Superiore di ANCONA,LUIRRT10E25A271T
Scuola Media di BERGAMO,RNLMRC12B15A794U
Scuola Media di BERGAMO,RNLPRM11E21A794D
Scuola Media di BERGAMO,RNLLNE13P30A794B
Scuola Media di BERGAMO,CRSLVR11A31A794I
Scuola Media di BERGAMO,CRSPLG13D22A794H
Scuola Media di CUNEO,CMMLCU11S16D205R
Scuola Media di CUNEO,CMMMCL13M02D205G
Scuola Media di CUNEO,CMMPRI11M21D205E
Scuola Media di CUNEO,CMMTLI12T06D205O
Scuola Media di CUNEO,DLMWND13E14D205U
Scuola Media di CUNEO,DLMFNC13A12D205Q
Scuola Media di CUNEO,DLMCST13L31D205W
Scuola Media di CUNEO,DLMSDR13R28D205B
Scuola Superiore di CUSIO,FFNRMN09C09D223J
Scuola Superiore di CUSIO,FFNSLD10M01D223U
Scuola Superiore di CUSIO,FFNCST10D02D223W
Scuola Superiore di CUSIO,FFNTVN09M10D223X
Scuola Superiore di CUSIO,FFNTNI09E14D223B
Scuola Media di CESENA,LSCFLC12B19C573N
Scuola Media di CESENA,LSCSVG13E21C573A
Scuola Media di CESENA,LSCCTL13H14C573J
Scuola Media di CESENA,LSCMLA13P18C573U
Scuola Superiore di TORINO,FFNMRA10H07L219A
Scuola Elementare di LECCE,SPZMSM14L08E506P
Scuola Elementare di LECCE,SPZRNI14T20E506S
Scuola Elementare di LECCE,CCGFNC17M02E506H
Scuola Elementare di LECCE,CCGNDA18P21E506J
Scuola Elementare di LECCE,PRSVTI15M11E506B
Scuola Elementare di LECCE,PRSDRO15B04E506Z
Scuola Elementare di LECCE,PRSBRN16E22E506E
Scuola Elementare di LECCE,PRSMSS18M25E506R
Scuola Elementare di LECCE,BLDGTN14E24E506D
Scuola Elementare di LECCE,BLDMRZ16C14E506M
Scuola Media di LA SPEZIA,SPZMDL13E25E463D
Scuola Media di LA SPEZIA,SPZMRZ12D15E463O
Scuola Media di LA SPEZIA,SPZNLN10T26E463H
Scuola Media di LA SPEZIA,SPZMLN12B21E463F
Scuola Media di LA SPEZIA,SPZRNO12D06E463V
Scuola Media di LA SPEZIA,CRSDNC11B08E463B
Scuola Media di LA SPEZIA,CRSVNN11T05E463M
Scuola Superiore di VENEZIA,CTRLFA10R16L736W
Scuola Superiore di VENEZIA,DLMGDE10S07L736Y
Scuola Superiore di VENEZIA,DLMBLD09R04L736N
Scuola Superiore di VENEZIA,DLMNCN10M24L736M
Scuola Elementare di VARESE,BNTMTT16P17L682I
Scuola Elementare di VARESE,FRNMND18R30L682O
Scuola Elementare di VARESE,FRNLVO17L10L682H
Scuola Elementare di BOLZANO,MSTVSS14A13A952P
Scuola Elementare di BOLZANO,MSTMLA18P30A952I
Scuola Elementare di BOLZANO,MSTMCL14R25A952G
Scuola Elementare di BOLZANO,MSTMRN17P30A952Y
Scuola Elementare di BOLZANO,MSTMTT17C03A952P
Scuola Elementare di BOLZANO,CDSTBO17C30A952W
Scuola Media di VIBO VALENTIA,MSTTLI13L12F537C
Scuola Media di VIBO VALENTIA,MSTCLL10T18F537J
Scuola Media di VIBO VALENTIA,MSTPNI11A31F537G
Scuola Media di VIBO VALENTIA,CRSLRC12T21F537H
Scuola Media di UDINE,FFNBRM13H05L483X
Scuola Media di UDINE,FFNMTN12D28L483M
Scuola Media di UDINE,FFNSLM11D04L483U
Scuola Media di UDINE,FFNSNT10T27L483H
Scuola Media di UDINE,DLPNSC12T03L483C
Scuola Media di UDINE,DLPDBR12H30L483V
Scuola Media di UDINE,CRMTMS13D02L483P
Scuola Superiore di ALESSANDRIA,CCCMLA07H22A182V
Scuola Superiore di ALESSANDRIA,CCCFDL07B24A182P
Scuola Superiore di ALESSANDRIA,CCCPPP08E28A182T
Scuola Superiore di ALESSANDRIA,CCCGRG07L14A182P
Scuola Superiore di ALESSANDRIA,CCCDBR07T28A182K
Scuola Superiore di ALESSANDRIA,CSTMLN07S17A182N
Scuola Superiore di ALESSANDRIA,CSTVRN07B05A182J
Scuola Superiore di ALESSANDRIA,CSTTTO07D07A182Z
Scuola Superiore di CARRARA,TRVMRG08D17B832Z
Scuola Superiore di CARRARA,TRVGRG07R23B832K
Scuola Superiore di CARRARA,TRVNTN08H16B832V
Scuola Superiore di CARRARA,GSTLDE08B05B832P
Scuola Superiore di CARRARA,GSTVNT07A11B832P
Scuola Superiore di CARRARA,GSTNRN07E20B832Z
Scuola Superiore di CARRARA,GSTRNT08H19B832X
Università di CESENA,STLSDI01M21C573P
Università di CESENA,STLLIO01H16C573N
Università di CESENA,FNCRCC97P04C573U
Università di CESENA,FNCDLE94S23C573N
Università di CESENA,FNCSDR96S28C573G
Università di CESENA,SPGNZE06L24C573D
Università di CESENA,SPGPSQ05C17C573N
Università di CESENA,SPGLRI06D30C573M
Università di CESENA,BLDGST90A13C573K
Università di SIENA,GSCPLN04A03I726V
Università di SIENA,GSCCRN04R14I726W
Università di SIENA,GSCNCN06P27I726K
